game_id,category,clue,correct_response,round
9244,SOUNDS LIKE ROYALTY,In 1972 John Travolta auditioned for Danny in this show but got Doody instead; things worked out later,"$600
23",Jeopardy
9244,SOUNDS LIKE ROYALTY,"That Avenger's gone rogue! The pinprick-like bite of this spider, Latrodectus mactans, causes nausea & mild diaphragm paralysis","$600
21",Jeopardy
9244,SOUNDS LIKE ROYALTY,"The 513,654 bricks used to build this Boston landmark with one lamp or 2 were made & fired in kilns at nearby Medford","$800
7",Jeopardy
9244,SOUNDS LIKE ROYALTY,Illegal &to provoke a response,"DD: $3,400
13",Jeopardy
9244,PLEASE WELCOME TO THE STAGE...,In 1845 this Western city was given its name by Maine-born Francis Pettygrove,"$800
2",Jeopardy
9244,PLEASE WELCOME TO THE STAGE...,"This director of the original Broadway production of ""The Phantom of the Opera"" was truly theater royalty","$800
5",Jeopardy
9244,PLEASE WELCOME TO THE STAGE...,"In 2001 Nick Jonas, single digits in age, debuted in ""Annie Get Your Gun"", starring this legend of country music","$800
11",Jeopardy
9244,PLEASE WELCOME TO THE STAGE...,"The village of Key Biscayne, not the city of Lisbon, says to avoid this marine animal with a nasty sting even if it's dead","$800
15",Jeopardy
9244,PLEASE WELCOME TO THE STAGE...,"The opening verse of Rilke's poem ""Archaic Torso of"" this god compares said torso to a lamp","$1000
6",Jeopardy
9244,STING!,One underling &10 Jews praying,"$1000
12",Jeopardy
9244,STING!,Each May this city in Michigan's southwest settled by the Dutch hosts the Tulip Time Festival,"$1000
3",Jeopardy
9244,STING!,"The basis for a film, this C.S. Forester novel tells of a missionary rescued by a riverboat captain during World War I","$1000
4",Jeopardy
9244,STING!,"In 2001 young Kristen Bell's first Broadway role was this girl in ""The Adventures of Tom Sawyer""","$1000
10",Jeopardy
9244,STING!,Me-ouch! The venomous fin spines of this sea creature rarely kill but sure can bring the pain,"$1000
14",Jeopardy
9244,ROMAN BRITAIN,The Romans built Londinium on 2 low hills on the north bank of this river & built a bridge over it to the south,"$400
19",Double Jeopardy
9244,ROMAN BRITAIN,"Andy Fang & friends founded Palo Alto Delivery, which became this alliterative service that may be bringing you a gyro right now","$400
30",Double Jeopardy
9244,ROMAN BRITAIN,"On ""Severance"" Helly & Mark toil away at this mysterious company","$400
27",Double Jeopardy
9244,ROMAN BRITAIN,"She had a letter ""on the breast of her gown, in fine red cloth, surrounded with... flourishes of gold thread""","$400
23",Double Jeopardy
9244,ROMAN BRITAIN,This title of Grant Wood's most iconic painting alludes to the style of the farmhouse depicted in it,"$400
22",Double Jeopardy
9244,STANFORD ALUMNI IN YOUR LIFE,To open an oyster shell or to remove a corn husk,"$400
29",Double Jeopardy
9244,STANFORD ALUMNI IN YOUR LIFE,"On the Isle of Anglesey in Wales, the Romans fought & wiped out these magical priests & destroyed their sacred groves","$800
6",Double Jeopardy
9244,STANFORD ALUMNI IN YOUR LIFE,Phil Knight wrote the business plan for what became this company in a Stanford business school class,"$800
28",Double Jeopardy
9244,STANFORD ALUMNI IN YOUR LIFE,Season 8 of this visually challenged dating show debuted on Valentine's Day 2025,"$800
26",Double Jeopardy
9244,STANFORD ALUMNI IN YOUR LIFE,"In the first of a trilogy, this villain's ""eye was rimmed with fire... yellow as a cat's, watchful & intent""","$800
5",Double Jeopardy
9244,TOUGH TV,"In 1944, at almost 84, she painted ""The Old Checkered House in 1860"", the year of her birth","$800
21",Double Jeopardy
9244,TOUGH TV,Really thin French fries can be matchsticks or these laces,"$800
14",Double Jeopardy
9244,TOUGH TV,The Romans withdrew from Britain when the sack of Rome by these invaders led by Alaric required soldiers back home,"$1200
8",Double Jeopardy
9244,TOUGH TV,Katrina Lake created this personalized fashion website that might have sent you clothes chosen by a stylist,"$1200
17",Double Jeopardy
9244,TOUGH TV,"Aquaman on ""Smallville"", this big guy plays Jack Reacher on Prime Video","$1200
16",Double Jeopardy
9244,LITERARY CHARACTERS,"You may be team this character if you know he tells Bella, ""The cold ones are traditionally our enemies""","$1200
4",Double Jeopardy
9244,LITERARY CHARACTERS,This Impressionist chose a different kind of house--London's Houses of Parliament--for a series of paintings,"$1200
15",Double Jeopardy
9244,LITERARY CHARACTERS,"Hebrew for ""seven"" gives us this word for a Jewish period of mourning; the use of low stools may be why you hear that you ""sit"" it","$1200
11",Double Jeopardy
9244,LITERARY CHARACTERS,Julius Caesar twice invaded in the 50s B.C. but the Roman invasion of Britain began in Earnest under this sickly emperor in 43 A.D.,"$1600
7",Double Jeopardy
9244,LITERARY CHARACTERS,"Born in Moscow, he co-developed the pagerank algorithm while studying computer science at Stanford","$1600
18",Double Jeopardy
9244,ART HOUSE,"JFK famously dubbed this show that's still around today ""the fifty-first state""","DD: $3,000
20",Double Jeopardy
9244,ART HOUSE,"This Hogwarts gamekeeper is described as having ""hands the size of trash can lids""","$1600
3",Double Jeopardy
9244,ART HOUSE,"Olson House in Maine is the home in the background in Andrew Wyeth's painting called her ""World""","$1600
10",Double Jeopardy
9244,ART HOUSE,It's the two-word name of this Japanese dog breed,"$1600
12",Double Jeopardy
9244,ART HOUSE,"In 306 A.D. while on a military campaign, Constantine was declared emperor by his army in Eboracum, now this city of the north","$2000
9",Double Jeopardy
9244,"""SH""!","The son of Italian immigrants, this 1936 grad changed California wine's image; mmm, a nice Chardonnay with his name on it","$2000
25",Double Jeopardy
9244,"""SH""!",In 2018 this foreign-born sitcom star continued her reign as the highest-paid TV actress,"$2000
24",Double Jeopardy
9244,"""SH""!","This title guy in ""A Tale of the Christ"" is wrongly accused of a crime by his former pal Messala & is enslaved","$2000
2",Double Jeopardy
9244,"""SH""!","One of the lonely scenes painted by this American is 1925's ""House by the Railroad"", utterly devoid of people","DD: $2,400
1",Double Jeopardy
9244,"""SH""!","An Irish tune called ""Mush-Mush-Mush Tural-I-Addy"" mentions lathering someone with this type of cudgel","$2000
13",Double Jeopardy
9244,BURIED AT WESTMINSTER ABBEY,In 1991 he became the first actor in over 85 years to be interred in Poets' Corner & rests near Shakespeare's memorial,In 1991 he became the first actor in over 85 years to be interred in Poets' Corner & rests near Shakespeare's memorial,Final Jeopardy
9243,CHINESE HISTORY,"In 1912 Puyi, the last holder of this title, was forced to abdicate by a revolution that created a republic","$200
24",Jeopardy
9243,CHINESE HISTORY,Maintaining pace with Tommy Lee & Felicity of the acting world,"$200
13",Jeopardy
9243,CHINESE HISTORY,"In a Super Bowl ad State Farm reunited this duo from the movie ""Twins"" in a spot titled ""Like a Good Neighbaaa""","$200
8",Jeopardy
9243,CHINESE HISTORY,"In an 1865 book this title character says, ""The first thing I've got to do... is to grow to my right size again""","$200
18",Jeopardy
9243,CHINESE HISTORY,"When you think of the Atlantic Coast Conference, you surely go to this state school near the East Bay; you can thank the Pac-12","$200
1",Jeopardy
9243,DECIPHERING THE PHRASE,"This writer, in 1843: ""'Dissemble no more!... tear up the planks! Here, here!--it is the beating of his hideous heart!""'","$200
6",Jeopardy
9243,DECIPHERING THE PHRASE,"In 1988, China began military moves in islands it call Nansha Qundao against this country that calls them Truong Sa","$400
25",Jeopardy
9243,DECIPHERING THE PHRASE,The Mars rover committed felicide,"$400
14",Jeopardy
9243,DECIPHERING THE PHRASE,"A short-lived ABC sitcom resulted from this company's ads boasting ""So easy a caveman can do it""","$400
9",Jeopardy
9243,DECIPHERING THE PHRASE,"A baby animal is getting ready for bed in the rhymingly titled this animal this animal ""Red Pajama""","$400
19",Jeopardy
9243,MEMORABLE COMMERCIALS,"Orange you glad you remembered Donovan McNabb, Donna Shalala & Ted Koppel are alums of this private N.Y. school","$400
2",Jeopardy
9243,MEMORABLE COMMERCIALS,"In this 1968 film: ""You maniacs! You blew it up! Oh, damn you! ... damn you all to hell!""","$400
7",Jeopardy
9243,MEMORABLE COMMERCIALS,"Like events 70 years later, in 1919 student demonstrators took control of this plaza to protest government actions","DD: $2,000
26",Jeopardy
9243,MEMORABLE COMMERCIALS,In the fashion of a corvid aloft,"$600
15",Jeopardy
9243,MEMORABLE COMMERCIALS,"Travel bookings grew at warp speed for priceline.com after ads starring this man, Canada's finest living actor, began to air","$600
11",Jeopardy
9243,BOOKS FOR YOUNGER READERS,A 1924 tale about 4 children hiding in this type of railway car has spawned more than 150 further titles,"$600
20",Jeopardy
9243,BOOKS FOR YOUNGER READERS,"In 1846 the Kentucky legislature combined a medical school, a college & a law school as the university of this","$600
3",Jeopardy
9243,BOOKS FOR YOUNGER READERS,Nononono! Russell Wilson got picked off at the goal line & this team lost Super Bowl 49! Why?! Why didn't they give Marshawn the ball?!,"$600
21",Jeopardy
9243,BOOKS FOR YOUNGER READERS,"The second of these conflicts ended in 1860 when British & French forces seized Beijing, gaining commercial & other concessions","$800
27",Jeopardy
9243,BOOKS FOR YOUNGER READERS,"Personally, everything is Hellenistic","$800
16",Jeopardy
9243,ACC! ACC!,This lovable relative is the centerpiece of a series of spots for Samuel Adams beer,"$800
10",Jeopardy
9243,ACC! ACC!,"Body feature in common to Madeline, Anne of Green Gables & Caddie Woodlawn --hers ""shone in the sunlight""","$800
29",Jeopardy
9243,ACC! ACC!,John C. Calhoun's son-in-law left his fortune to South Carolina to create this university,"$800
4",Jeopardy
9243,ACC! ACC!,"""Alas, poor"" this guy! ""I knew him, Horatio--a fellow of infinite jest, of most excellent fancy""","$800
22",Jeopardy
9243,ACC! ACC!,"The Ming ruled from 1368 to 1644 between the control of these 2 ""M"" dynasties","$1000
28",Jeopardy
9243,EMOTING FOR MY EMMY,Place to play baseball located within the untrimmed grass off the golf fairway,"$1000
17",Jeopardy
9243,EMOTING FOR MY EMMY,"Character actor Jack Somack got relief from a ""spicy meatball"" in a classic ad for this product","$1000
12",Jeopardy
9243,EMOTING FOR MY EMMY,"A clever mouse warns various woodland predators about this imaginary monster with ""terrible teeth in his terrible jaws""","$1000
30",Jeopardy
9243,EMOTING FOR MY EMMY,"""Pro Humanitate"", or ""For Humanity"", is the motto of this school that began in its namesake N.C. town but is now in Winston-Salem","$1000
5",Jeopardy
9243,EMOTING FOR MY EMMY,"That ascending 3-note motif... the dynamics, rising & falling... the sheer melancholy of this 1938 Barber piece... it overwhelms","$1000
23",Jeopardy
9243,WHAT'S THAT CALLED?,Stealing these round covers on car wheels was once a rite of passage for young delinquents like Evel Knievel & Steve McQueen,"$400
30",Double Jeopardy
9243,WHAT'S THAT CALLED?,"As a group, the 4 largest of Jupiter's moons are named for this Italian","$400
29",Double Jeopardy
9243,WHAT'S THAT CALLED?,"This train-loving president said, ""I'm probably the most pro-rail guy in America. I've ridden over 1,300,000 miles""","$400
22",Double Jeopardy
9243,WHAT'S THAT CALLED?,"Georgian architecture was all the rage in colonial America, as seen in the old statehouse that's now on this city's Freedom Trail","$400
27",Double Jeopardy
9243,WHAT'S THAT CALLED?,"You'll hear ""I wanna show you off"" repeatedly in this Doja Cat hit, but not the title place","$400
13",Double Jeopardy
9243,SCIENCE STUFF,"This New York borough was actually named for but one woman, Catherine of Braganza","$400
19",Double Jeopardy
9243,SCIENCE STUFF,"One way to say ""start eating"" is ""strap on"" this, usually attached to a horse's head","$800
1",Double Jeopardy
9243,SCIENCE STUFF,"Marked by its billowy surface, pahoehoe is a term for a flow of this","$800
5",Double Jeopardy
9243,SCIENCE STUFF,In 1975 Jackie Kennedy Onassis stepped in to save this Beaux-Arts New York City landmark,"$800
23",Double Jeopardy
9243,SCIENCE STUFF,"This product once called ""white gold"" has been made in Meissen, Germany since 1710; before that, you had to get it from China","$800
28",Double Jeopardy
9243,TRAINS & THE PEOPLE WHO LOVE THEM,"You'll hear the album title but not the song title in this Nirvana breakthrough smash; whatever, nevermind","$800
12",Double Jeopardy
9243,TRAINS & THE PEOPLE WHO LOVE THEM,"Westernmost of the prairie provinces, it was named for the wife of the Marquess of Lorne, a Canadian governor general","DD: $1,800
18",Double Jeopardy
9243,TRAINS & THE PEOPLE WHO LOVE THEM,"Four-letter word for a raised platform, like the one for the veep & speaker at the State of the Union address","$1200
2",Double Jeopardy
9243,TRAINS & THE PEOPLE WHO LOVE THEM,This end-of-the-alphabet word is the term for the spot in the celestial sphere directly above you,"$1200
6",Double Jeopardy
9243,TRAINS & THE PEOPLE WHO LOVE THEM,"Tiktoker Francis Bourgeois gained 3 million followers sharing this hobby, also the name of a Danny Boyle film","$1200
24",Double Jeopardy
9243,18th CENTURY ARTS,This furniture style with curved ornamentation got big in the mid-1700s; nice time to be a Chippendale,"$1200
9",Double Jeopardy
9243,18th CENTURY ARTS,"A classic by The Who is titled ""Baba O'riley"", not ""Teenage"" this place, as the chorus might suggest","$1200
10",Double Jeopardy
9243,18th CENTURY ARTS,"Maryland is named for Queen Henrietta Maria, the wife of this man for whom the Carolinas are named","$1200
17",Double Jeopardy
9243,18th CENTURY ARTS,"It's the full-length robe worn by Catholic clergy: white for popes, red for Cardinals, black for priests","$1600
3",Double Jeopardy
9243,18th CENTURY ARTS,"Immunoglobulins is another word for these, produced in the body to fight foreign invaders","DD: $3,600
7",Double Jeopardy
9243,THE TITLE'S NOT IN THE LYRICS,"The company relaunching this train describes it as a ""dream on wheels""; it first puffed east from Paris in 1883","$1600
25",Double Jeopardy
9243,THE TITLE'S NOT IN THE LYRICS,"A landmark of Neoclassicism, this Jacques-Louis David painting features, among other things, a cup of hemlock & a bummed-out Plato","$1600
20",Double Jeopardy
9243,THE TITLE'S NOT IN THE LYRICS,"We can't repeat many of the words in her No. 1 hit ""Hiss"", but the title's OK","$1600
11",Double Jeopardy
9243,THE TITLE'S NOT IN THE LYRICS,This capital of South Australia was named for a consort of William IV,"$1600
15",Double Jeopardy
9243,THE TITLE'S NOT IN THE LYRICS,"Basically meaning ""little moon"", it's the style of window seen here","$2000
4",Double Jeopardy
9243,NO MAN'S LAND,These microscopic pores in leaves & stems are opened & closed to   exchange gases & reduce water loss,"$2000
8",Double Jeopardy
9243,NO MAN'S LAND,"This ""commodore"" didn't just love the sea; by 1873 he owned 4 railroads, including the New York Central","$2000
26",Double Jeopardy
9243,NO MAN'S LAND,"In contrast to the weightier fare of ""opera seria"", this genre of light comic opera emerged in Naples in the mid-18th century","$2000
21",Double Jeopardy
9243,NO MAN'S LAND,"Am I just paranoid, or do you not know that the title of a 1994 hit by this popular punk trio is actually ""Basket Case""?","$2000
14",Double Jeopardy
9243,NO MAN'S LAND,"Yamoussoukro, a capital of this African nation, was named for a great-aunt of President Félix Houphouët-Boigny","$2000
16",Double Jeopardy
9243,THE SUPREME COURT,"In this case, ""our consideration is limited to the present circumstances"" about ""equal protection in election processes""","In this case, ""our consideration is limited to the present circumstances"" about ""equal protection in election processes""",Final Jeopardy
9242,FILM FRANCHISES,"(Corbin Bleu presents the clue.) I've gone on to other films and theater, but my career got a big boost from my role of Chad Danforth in this Disney film franchise that also launched the careers of Zac Efron & Vanessa Hudgens","$200
30",Jeopardy
9242,FILM FRANCHISES,"Monte Perdido, also known as Mont Perdu, lies along an international border in these mountains","$200
21",Jeopardy
9242,FILM FRANCHISES,"A man on his back / On whom his kids hop / Makes a simple request / For the love of god, stop!","$200
8",Jeopardy
9242,FILM FRANCHISES,"In a rather noted book, she is referred to as ""bone of my bones, and flesh of my flesh""","$200
29",Jeopardy
9242,FILM FRANCHISES,"In 2018 Campbell's trademarked this adjective for its hearty canned soups that eat ""like a meal""","$200
28",Jeopardy
9242,GEOGRAPHY QUIZ,This term for a trinket or gadget includes what you might call your father,"$200
17",Jeopardy
9242,GEOGRAPHY QUIZ,This Liam Neeson film had the particular set of skills to spawn not one but 2 sequels & a short-lived TV series,"$400
2",Jeopardy
9242,GEOGRAPHY QUIZ,"11,200-foot Mount Koussi in Chad is the highest point in this desert","$400
20",Jeopardy
9242,GEOGRAPHY QUIZ,He pushed protein & pork / 'Til a man needed a therapist / On a boat?! With a goat?! / He's a comestible terrorist!,"$400
9",Jeopardy
9242,GEOGRAPHY QUIZ,This women's fashion magazine was founded in 1945 by Hélène Gordon-Lazareff,"$400
23",Jeopardy
9242,SEUSS CHARACTERS À LA SEUSS,"This Mexican stew made from beef tripe shares its name with a boy band; it's also reputed to cure hangovers, unlike the boy band's music","$400
27",Jeopardy
9242,SEUSS CHARACTERS À LA SEUSS,Text added as a supplement to a document or book,"$400
26",Jeopardy
9242,SEUSS CHARACTERS À LA SEUSS,"In the ""Back to the Future"" movies, he played the eccentric & wacky Doc Brown","$600
3",Jeopardy
9242,SEUSS CHARACTERS À LA SEUSS,This other stately river flows into the Mississippi about 50 miles southeast of Pine Bluff,"$600
1",Jeopardy
9242,SEUSS CHARACTERS À LA SEUSS,His holiday story has been discussed / In some hardy colleges / But after all that re-gifting / He should see his cardiologist,"$600
10",Jeopardy
9242,PALINDROMIC NAMES,"""Karenin's flat feet ... were particularly offensive to Vronsky. He acknowledged only his own right to love"" her","$600
22",Jeopardy
9242,PALINDROMIC NAMES,"Vinegar adds the signature tanginess to suan la tang, a Chinese soup better known by this pair of adjectives","$600
24",Jeopardy
9242,PALINDROMIC NAMES,"The expression ""pay"" these means to directly benefit; some shareholders receive them","$600
25",Jeopardy
9242,PALINDROMIC NAMES,"It made sense when 50 Cent joined the '80s action stars for the 4th of these action films, but Kelsey Grammer in the third?","$800
4",Jeopardy
9242,PALINDROMIC NAMES,This big lake of Central Canada lies about 40 miles north of the provincial capital named for it,"$800
7",Jeopardy
9242,SOUP!,The Once-ler cuts truffula / All greedy for cash / But he fights for nature / With a Sam Elliott 'stache,"$800
11",Jeopardy
9242,SOUP!,"Born in 1888, little Irene von Bismarck-Schönhausen called her famous grandfather ""Opa"" this first name","DD: $1,000
13",Jeopardy
9242,SOUP!,"You don't need a stove to make this cold soup, which many have referred to as liquid salad","$800
19",Jeopardy
9242,SOUP!,"When one of these solid figures is used as a die in games like Dungeons & Dragons, it's known as a D12","$800
16",Jeopardy
9242,SOUP!,"These two words follow ""Olympus"", ""London"" & ""Angel"" in a franchise with Morgan Freeman & Gerard Butler","$1000
5",Jeopardy
9242,"JEOPARDY! IN 3-""D""","The ABC islands of the Lesser Antilles are Aruba, Bonaire & this","$1000
6",Jeopardy
9242,"JEOPARDY! IN 3-""D""","A duo of destruction / Now, how about that? / Blue hair & red jammies / Per ""The Cat in the Hat""","$1000
12",Jeopardy
9242,"JEOPARDY! IN 3-""D""","Ms. Arendt, a political scientist & philosopher who wrote of ""The Human Condition""","$1000
14",Jeopardy
9242,"JEOPARDY! IN 3-""D""","Julia Child's advice for making this soup? Add whipping cream to a potage parmentier & chill, bro! (the soup, that is)","$1000
15",Jeopardy
9242,"JEOPARDY! IN 3-""D""","""Directional"" word meaning oppressed or treated badly by those in power","$1000
18",Jeopardy
9242,WORLD HISTORY,In 1805 he visited Rome & possibly made a vow on Monte Sacro to free the Spanish colonies of America,"$400
28",Double Jeopardy
9242,WORLD HISTORY,This site began as a 12th century fortress on the Rive Droite; in 1546 Francis I began construction on the palace we now know,"$400
29",Double Jeopardy
9242,WORLD HISTORY,"This part of a snail gets bigger as the snail gets older, with new coils, or whorls, being added over time","$400
4",Double Jeopardy
9242,WORLD HISTORY,"The Swedish word for this type of space reserved for bro leisure means ""male kindergarten""","$400
19",Double Jeopardy
9242,WORLD HISTORY,"""Bleach"" is the debut studio album from this grunge band","$400
9",Double Jeopardy
9242,NOW IT'S A MUSEUM,"A Hindi word for ""to press"" likely led to this word for the product we use on our hair before applying conditioner","$400
30",Double Jeopardy
9242,NOW IT'S A MUSEUM,"Also known as Cent Jours, this period ended in big trouble for Napoleon","$800
24",Double Jeopardy
9242,NOW IT'S A MUSEUM,A former mattress warehouse is now a Museum of Contemporary Art in this Pennsylvania city,"$800
26",Double Jeopardy
9242,NOW IT'S A MUSEUM,"A jellyfish stings via nematocysts, barbed tubes that deploy venom upon contact with this part of the jelly-body","$800
5",Double Jeopardy
9242,NOW IT'S A MUSEUM,"If your life were a Jane Austen novel, you'd remove yourself to this room whose full name starts with ""with""","$800
20",Double Jeopardy
9242,YOU'VE GOT NO BACKBONE,"In the 1945 novel ""Sparkling Cyanide"" by this author, an heiress is poisoned in the West End & Colonel Race is on the case","$800
10",Double Jeopardy
9242,YOU'VE GOT NO BACKBONE,"From Thai, it's a 3-letter Buddhist temple, like the Phra Kaew","$800
27",Double Jeopardy
9242,YOU'VE GOT NO BACKBONE,"John Zephaniah Holwell said, ""I will not attempt to describe"" his night in this tiny dungeon in India; then he did, in a 1758 book","$1200
3",Double Jeopardy
9242,YOU'VE GOT NO BACKBONE,"Alameda, California, is home to a museum housed in this aircraft carrier named for a type of wasp","$1200
12",Double Jeopardy
9242,YOU'VE GOT NO BACKBONE,"Much of the ""squid ink"" used in cooking is actually ink from these fellow cephalopods, slower than squids & with W-shaped pupils","$1200
6",Double Jeopardy
9242,GET A ROOM,"Realtor euphemisms for ""small room with a toilet"" include ""half bath"" & this type of room, also where one zhuzhed one's wig","$1200
21",Double Jeopardy
9242,GET A ROOM,"The cover of the 181st issue of ""Batman"" exclaims, ""Trouble Between the Dynamic Duo!"" & ""Beware of"" this character!","$1200
11",Double Jeopardy
9242,GET A ROOM,"From Cantonese, it's served around brunch time; the ""OED"" notes early uses in English around the turn of the 20th century","$1200
13",Double Jeopardy
9242,GET A ROOM,"In the early 1900s the Herero & Nama genocide occurred in German South West Africa, now this country","$1600
1",Double Jeopardy
9242,GET A ROOM,"As its name suggests it was once an administrative office for the Medicis; now it houses Botticelli's ""Birth of Venus""","DD: $3,000
25",Double Jeopardy
9242,TOXIC CULTURE,Some stuff you can't make up--certain types of this salad veggie of the ocean can shoot innards out their butts to entangle predators,"$1600
7",Double Jeopardy
9242,TOXIC CULTURE,"This French word for a woman's bedroom literally means ""a place to sulk in""; we're guessing some man chose the name","$1600
22",Double Jeopardy
9242,TOXIC CULTURE,"This actor, Imhotep in 1932's ""The Mummy"", played the bad dude Jonathan Brewster in the play ""Arsenic & Old Lace""","$1600
18",Double Jeopardy
9242,TOXIC CULTURE,"From Japanese, it's an enigma or riddle familiar to Zen monks & their acolytes","$1600
14",Double Jeopardy
9242,TOXIC CULTURE,"Term for fancy-uniformed cavalry troops; in 1610 ""winged"" Polish ones scored a victory at the Battle of Klushino","$2000
2",Double Jeopardy
9242,WORDS FROM ASIAN LANGUAGES,"The Alexander Hamilton U.S. Custom House is now home to the New York City branch of the NMAI, National Museum of this","$2000
17",Double Jeopardy
9242,WORDS FROM ASIAN LANGUAGES,"All you need is love... unless you're this kind of critter in phylum Porifera, in which case you need ocean currents to bring you food","$2000
8",Double Jeopardy
9242,WORDS FROM ASIAN LANGUAGES,"Of the rooms where Professor Plum sometimes committed board game murders, it's the one sometimes known as a greenhouse","DD: $1,000
23",Double Jeopardy
9242,WORDS FROM ASIAN LANGUAGES,Blue musician Huttie Ledbetter is better known by this stage name,"$2000
16",Double Jeopardy
9242,WORDS FROM ASIAN LANGUAGES,"Releasing a euphoric stimulant similar to nicotine, this nut that's chewed in Asia has a name from Malayalam","$2000
15",Double Jeopardy
9242,EUROPE,The EU has 5 metropolitan regions of more than 5 million people; this city is the only one on the Mediterranean,The EU has 5 metropolitan regions of more than 5 million people; this city is the only one on the Mediterranean,Final Jeopardy
9241,PRESIDENTIAL BIRTHS,"1924,in Plains,Georgia","$200
13",Jeopardy
9241,PRESIDENTIAL BIRTHS,An adult one of these can go from 0 to 60 in three seconds in about three strides; I'm gonna name him Lambo,"$200
17",Jeopardy
9241,PRESIDENTIAL BIRTHS,"Yes, Steve Urkel--your ineptitude is clearly to blame for the awkward &/or chaotic situation","$200
23",Jeopardy
9241,PRESIDENTIAL BIRTHS,They're what the count counts during a baseball at bat,"$200
28",Jeopardy
9241,PRESIDENTIAL BIRTHS,This character lands a great new job as Al Pacino's butt double,"$200
26",Jeopardy
9241,"LET'S ""C"" THE CRITTER","You, if you're specifically about 45 to 65 years old, like gen Xers today","$200
6",Jeopardy
9241,"LET'S ""C"" THE CRITTER","1917,in Brookline,Massachusetts","$400
12",Jeopardy
9241,"LET'S ""C"" THE CRITTER","This salmon species that can be more than 10 times the weight of a coho swims 2,000 miles up the Yukon to spawn","$400
8",Jeopardy
9241,"LET'S ""C"" THE CRITTER","Nothing--I'm not interested in performing tasks in exchange for ice cream; love the polar bear logo, though!","$400
1",Jeopardy
9241,"LET'S ""C"" THE CRITTER","From 1994 through 2024, Sam Waterston appeared on 405 episodes of this series","$400
27",Jeopardy
9241,LITERAL ANSWERS TO RHETORICAL QUESTIONS,Ross gets a pet one of these named Marcel,"$400
25",Jeopardy
9241,LITERAL ANSWERS TO RHETORICAL QUESTIONS,"Insincere or deceitful, or a physical feature of Janus","$400
7",Jeopardy
9241,LITERAL ANSWERS TO RHETORICAL QUESTIONS,"1913,in Yorba Linda, California","$600
2",Jeopardy
9241,LITERAL ANSWERS TO RHETORICAL QUESTIONS,"Bred to rout vermin in Scotland, this of terrier is known for its loyalty & snuggle capacity","$600
9",Jeopardy
9241,LITERAL ANSWERS TO RHETORICAL QUESTIONS,One solution would be to get her a job as a governess in Salzburg--frankly it would be better for all of us if she left the abbey,"$600
3",Jeopardy
9241,A COUPLE OF THINGS,"""First Impressions"" was an early title of this 1813 novel but that got taken, so the author went with a couple of attitudes instead","DD: $1,800
20",Jeopardy
9241,A COUPLE OF THINGS,"Gunther, who has a crush on Rachel, works at this coffee house where she also gets a job","$600
14",Jeopardy
9241,A COUPLE OF THINGS,"Often seen in children, it's the avian term for a condition in which the feet turn inward","$600
21",Jeopardy
9241,A COUPLE OF THINGS,"1874,in West Branch,Iowa","$800
11",Jeopardy
9241,A COUPLE OF THINGS,"Sharing its name with a gator cousin, this lizard has strong choppers, spitting out the broken shells of the turtles it eats","$800
19",Jeopardy
9241,ALL ABOUT FRIENDS,"Your question raises an important point, Michael Bolton--many couples find sexual intimacy impossible without emotional connection","$800
4",Jeopardy
9241,ALL ABOUT FRIENDS,"You can grab some Arabica or Earl Grey at this chain founded in 1963, & yes, we need the full name","$800
5",Jeopardy
9241,ALL ABOUT FRIENDS,"Paul Rudd played Mike Hannigan, the love interest & eventual husband of this character","$800
15",Jeopardy
9241,ALL ABOUT FRIENDS,Quality of Kevlar vests & some glass,"$800
18",Jeopardy
9241,ALL ABOUT FRIENDS,"1808,in Raleigh,North Carolina","$1000
10",Jeopardy
9241,COMPOUND ADJECTIVES,"Found in the Mediterranean & now modeling for us, this eel is scaleless & carnivorous","$1000
22",Jeopardy
9241,COMPOUND ADJECTIVES,"Not me, Mr. Albee--in fact, I'm a big fan of her work; my book club wasn't at all intimidated by ""The Waves""","$1000
24",Jeopardy
9241,COMPOUND ADJECTIVES,"This phrase meaning related to spy business is thought to have come from the French ""de cape et d'épée""","$1000
29",Jeopardy
9241,COMPOUND ADJECTIVES,"To get away from this crazy ex-girlfriend, Chandler pretends to be moving to Yemen","$1000
16",Jeopardy
9241,COMPOUND ADJECTIVES,Tweak an Emerson title to get this adjective meaning you can do things & make decisions all by your lonesome,"$1000
30",Jeopardy
9241,THINKING ABOUT THE ENLIGHTENMENT,"Scottish philosopher Adam Smith was an advocate of this French-named system, capitalism without government interference","$400
30",Double Jeopardy
9241,THINKING ABOUT THE ENLIGHTENMENT,The Dolomites lie in the northeast section of the Italian these mountains,"$400
29",Double Jeopardy
9241,THINKING ABOUT THE ENLIGHTENMENT,"In this musical, Sky Masterson, ""the highest player of them all"", falls for the devout Sarah Grown","$400
5",Double Jeopardy
9241,THINKING ABOUT THE ENLIGHTENMENT,"Archdeacon Claude Frollo becomes the archvillain in this author's ""The Hunchback of Notre-Dame""","$400
24",Double Jeopardy
9241,THINKING ABOUT THE ENLIGHTENMENT,This act of expelling an evil spirit or demon has been used in both Christianity & Judaism,"$400
20",Double Jeopardy
9241,NATION-AL GEOGRAPHIC,"The Taj Mahal has been described as a marvelous, mesmerizing, magnificent this","$400
18",Double Jeopardy
